edinet_cd,name,部門区分,行区分,正規化group1,正規化科目,unit,表示単位,2017/3/31,2018/3/31,2019/3/31,2020/3/31,2021/3/31,2022/3/31,2023/3/31,2024/3/31,2025/3/31,2026/3/31
E04499,関西電力株式会社,配電費,内訳,諸税,雑税,JPY,百万円,37,26,109,111,,,,,,
E04499,関西電力株式会社,配電費,内訳,諸税,固定資産税,JPY,百万円,13019,12884,12776,12617,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,損害保険料,JPY,百万円,18,16,16,17,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-405,-335,-445,-498,,,,,,
E04499,関西電力株式会社,配電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-20,-6,-8,-11,,,,,,
E04499,関西電力株式会社,配電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-385,-329,-436,-486,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,委託費,JPY,百万円,21993,21004,21559,22603,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,賃借料,JPY,百万円,22654,22570,22873,18349,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,補償費,JPY,百万円,274,279,263,225,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,修繕費,JPY,百万円,79116,89445,78951,89953,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,消耗品費,JPY,百万円,831,816,800,1508,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目,,雑給,JPY,百万円,415,501,564,646,,,,,,
E04499,関西電力株式会社,配電費,個別勘定科目合計,,厚生費,JPY,百万円,4605,4988,5284,5509,,,,,,
E04499,関西電力株式会社,配電費,内訳,厚生費,一般厚生費,JPY,百万円,368,388,358,354,,,,,,
E04499,関西電力株式会社,配電費,内訳,厚生費,法定厚生費,JPY,百万円,4236,4599,4926,5155,,,,,,
E04499,関西電力株式会社,配電費,区分合計,,合計,JPY,百万円,206847,217841,209520,208719,,,,,,
E04499,関西電力株式会社,販売費,個別勘定科目,,消耗品費,JPY,百万円,642,563,728,656,511,307,283,207,269,415
E04499,関西電力株式会社,販売費,個別勘定科目,,委託集金費,JPY,百万円,372,,,,,,,,,
E04499,関西電力株式会社,販売費,個別勘定科目,,普及開発関係費,JPY,百万円,3738,4041,5131,6212,6121,4994,5317,5579,6741,6554
E04499,関西電力株式会社,販売費,個別勘定科目,,委託費,JPY,百万円,22568,20078,18110,20147,18749,18171,17564,16978,16538,17816
E04499,関西電力株式会社,販売費,個別勘定科目,,諸費,JPY,百万円,4781,5298,5503,5521,3940,4151,5024,6681,5431,6453
E04499,関西電力株式会社,販売費,個別勘定科目,,貸倒損,JPY,百万円,723,1294,1117,631,653,1497,1456,1831,1709,242
E04499,関西電力株式会社,販売費,個別勘定科目合計,,諸税,JPY,百万円,580,513,479,459,400,396,528,562,568,624
E04499,関西電力株式会社,販売費,内訳,諸税,雑税,JPY,百万円,580,513,479,459,400,396,528,562,568,624
E04499,関西電力株式会社,販売費,個別勘定科目,,補償費,JPY,百万円,2,3,13,44,,228,197,157,123,43
E04499,関西電力株式会社,販売費,個別勘定科目,,給料手当,JPY,百万円,35710,37879,39924,38180,20297,19587,19017,19525,21351,20899
E04499,関西電力株式会社,販売費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-174,-323,-484,-274,-66,-52,-213,-420,-476,-529
E04499,関西電力株式会社,販売費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-23,-24,-117,-176,,-1,,-140,-242,-279
E04499,関西電力株式会社,販売費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-150,-299,-367,-98,-65,-50,-213,-279,-233,-250
E04499,関西電力株式会社,販売費,個別勘定科目合計,,厚生費,JPY,百万円,6638,7098,7308,7217,3643,3678,3565,3644,3755,3677
E04499,関西電力株式会社,販売費,内訳,厚生費,法定厚生費,JPY,百万円,6123,6580,6795,6746,3350,3421,3320,3411,3510,3414
E04499,関西電力株式会社,販売費,内訳,厚生費,一般厚生費,JPY,百万円,514,518,512,470,292,257,244,232,245,263
E04499,関西電力株式会社,販売費,個別勘定科目,,雑給,JPY,百万円,665,732,752,795,510,451,466,445,575,580
E04499,関西電力株式会社,販売費,区分合計,,合計,JPY,百万円,76249,77181,78585,79592,54761,53413,53208,55194,56587,56781
E04499,関西電力株式会社,貸付設備費,個別勘定科目合計,,減価償却費,JPY,百万円,400,370,344,167,167,167,167,41,,
E04499,関西電力株式会社,貸付設備費,内訳,減価償却費,普通償却費,JPY,百万円,400,370,344,167,167,167,167,41,,
E04499,関西電力株式会社,貸付設備費,個別勘定科目,,修繕費,JPY,百万円,53,61,42,113,129,123,76,0,0,
E04499,関西電力株式会社,貸付設備費,個別勘定科目合計,,諸税,JPY,百万円,152,146,140,134,129,148,144,139,67,25
E04499,関西電力株式会社,貸付設備費,内訳,諸税,固定資産税,JPY,百万円,144,138,132,126,121,136,132,127,55,20
E04499,関西電力株式会社,貸付設備費,内訳,諸税,雑税,JPY,百万円,7,7,7,7,7,12,11,11,11,4
E04499,関西電力株式会社,貸付設備費,区分合計,,合計,JPY,百万円,607,579,527,416,427,440,388,181,67,25
E04499,関西電力株式会社,一般管理費,個別勘定科目,,消耗品費,JPY,百万円,1288,1112,1862,2392,1886,1153,1362,1169,1279,2000
E04499,関西電力株式会社,一般管理費,個別勘定科目,,損害保険料,JPY,百万円,48,74,99,132,170,107,62,62,39,43
E04499,関西電力株式会社,一般管理費,個別勘定科目,,普及開発関係費,JPY,百万円,5463,4665,5064,4408,3924,2901,3282,3503,3820,6221
E04499,関西電力株式会社,一般管理費,個別勘定科目,,養成費,JPY,百万円,1776,1705,1597,1738,1292,1177,1171,1326,1437,1578
E04499,関西電力株式会社,一般管理費,個別勘定科目,,委託費,JPY,百万円,13089,13544,15306,22574,22613,19971,19073,20469,26074,28187
E04499,関西電力株式会社,一般管理費,個別勘定科目,,研究費,JPY,百万円,8083,7950,8331,8257,6745,5643,5404,5175,7171,11171
E04499,関西電力株式会社,一般管理費,個別勘定科目,,諸費,JPY,百万円,9674,10187,10939,30981,15734,14612,19242,17294,20411,44895
E04499,関西電力株式会社,一般管理費,個別勘定科目合計,,諸税,JPY,百万円,2970,2725,2576,2466,1526,1516,1379,1358,1504,1508
E04499,関西電力株式会社,一般管理費,内訳,諸税,固定資産税,JPY,百万円,1790,1740,1663,1355,762,688,687,691,693,683
E04499,関西電力株式会社,一般管理費,内訳,諸税,雑税,JPY,百万円,1179,984,913,1110,763,828,692,666,811,825
E04499,関西電力株式会社,一般管理費,個別勘定科目合計,,減価償却費,JPY,百万円,14634,13149,12634,9406,6444,7677,9656,11675,12423,13336
E04499,関西電力株式会社,一般管理費,内訳,減価償却費,普通償却費,JPY,百万円,14634,13149,12634,9406,6444,7677,9656,11675,12423,13336
E04499,関西電力株式会社,一般管理費,個別勘定科目,,賃借料,JPY,百万円,21059,19560,19444,16952,18205,17483,16968,17146,17302,17565
E04499,関西電力株式会社,一般管理費,個別勘定科目合計,,固定資産除却費,JPY,百万円,1143,849,1014,2694,445,589,561,1136,510,499
E04499,関西電力株式会社,一般管理費,内訳,固定資産除却費,除却損,JPY,百万円,782,505,479,2306,326,273,334,288,262,232
E04499,関西電力株式会社,一般管理費,内訳,固定資産除却費,除却費用,JPY,百万円,360,343,535,388,118,316,226,847,247,266
E04499,関西電力株式会社,一般管理費,個別勘定科目,,建設分担関連費振替額|貸方,JPY,百万円,-458,-608,-843,-959,-1010,-315,-383,-125,-273,-274
E04499,関西電力株式会社,一般管理費,個別勘定科目,,附帯事業営業費用分担関連費振替額|貸方,JPY,百万円,-488,-1319,-1552,-1295,-1519,-3292,-3489,-2440,-3186,-2731
E04499,関西電力株式会社,一般管理費,個別勘定科目,,補償費,JPY,百万円,4,13,2,2,9,,212,-48,3,32
E04499,関西電力株式会社,一般管理費,個別勘定科目,,役員給与,JPY,百万円,457,593,725,682,730,839,924,793,1022,1090
E04499,関西電力株式会社,一般管理費,個別勘定科目,,給料手当,JPY,百万円,32011,34321,33332,29798,20599,20069,20443,22219,26089,27705
E04499,関西電力株式会社,一般管理費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-443,-467,-619,-428,-360,-304,-348,-420,-571,-915
E04499,関西電力株式会社,一般管理費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-388,-308,-377,-66,-74,-28,-30,-125,-189,-343
E04499,関西電力株式会社,一般管理費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-55,-159,-242,-362,-286,-275,-317,-295,-382,-571
E04499,関西電力株式会社,一般管理費,個別勘定科目,,退職給与金,JPY,百万円,30722,33129,23554,21291,11305,10517,10067,9170,9537,2571
E04499,関西電力株式会社,一般管理費,個別勘定科目合計,,厚生費,JPY,百万円,7470,8051,7779,7070,4978,5312,5087,5547,6588,6732
E04499,関西電力株式会社,一般管理費,内訳,厚生費,法定厚生費,JPY,百万円,4933,5488,5269,4815,2623,3210,3257,3645,4109,4501
E04499,関西電力株式会社,一般管理費,内訳,厚生費,一般厚生費,JPY,百万円,2536,2563,2509,2254,2355,2101,1829,1901,2478,2230
E04499,関西電力株式会社,一般管理費,個別勘定科目,,修繕費,JPY,百万円,2573,2284,2382,1741,1112,996,926,973,1380,1555
E04499,関西電力株式会社,一般管理費,個別勘定科目,,雑給,JPY,百万円,532,696,751,744,449,569,679,784,1071,1056
E04499,関西電力株式会社,一般管理費,区分合計,,合計,JPY,百万円,151611,152219,144382,160653,115284,107228,112285,116772,133638,163831
E04499,関西電力株式会社,その他,個別勘定科目,,使用済燃料再処理等既発電費支払契約締結分,JPY,百万円,1011,1011,1011,1011,,,,,,
E04499,関西電力株式会社,その他,個別勘定科目,,再エネ特措法納付金,JPY,百万円,230631,260067,294271,289579,263550,,,,,
E04499,関西電力株式会社,その他,個別勘定科目,,電源開発促進税,JPY,百万円,51616,52512,51663,50633,,,,,,
E04499,関西電力株式会社,その他,個別勘定科目,,接続供給託送料,JPY,百万円,89,174,12190,20636,539108,519720,574211,607246,611864,601185
E04499,関西電力株式会社,その他,個別勘定科目,,原子力廃止関連仮勘定償却費,JPY,百万円,748,1845,5307,7986,5964,5964,7986,7986,10468,10468
E04499,関西電力株式会社,その他,個別勘定科目,,事業税,JPY,百万円,24989,25562,25448,23752,11901,13201,15227,17565,18802,17202
E04499,関西電力株式会社,その他,個別勘定科目,,電力費振替勘定|貸方,JPY,百万円,-98,-247,-234,-187,-296,-263,-260,-563,-493,-522
E04499,関西電力株式会社,その他,区分合計,,合計,JPY,百万円,308989,340925,389658,393412,820227,538623,597164,632234,640641,628333
E04499,関西電力株式会社,合計,個別勘定科目,,消耗品費,JPY,百万円,6636,7070,7166,8577,6072,4115,5410,7095,7481,6779
E04499,関西電力株式会社,合計,個別勘定科目,,電源開発促進税,JPY,百万円,51616,52512,51663,50633,,,,,,
E04499,関西電力株式会社,合計,個別勘定科目,,使用済燃料再処理等既発電費支払契約締結分,JPY,百万円,1011,1011,1011,1011,,,,,,
E04499,関西電力株式会社,合計,個別勘定科目,,地帯間購入送電費,JPY,百万円,111,159,177,179,,,,,,
E04499,関西電力株式会社,合計,個別勘定科目,,地帯間購入電源費,JPY,百万円,8818,10953,11813,10427,,,,,,
E04499,関西電力株式会社,合計,個別勘定科目合計,,原賠・廃炉等支援機構負担金,JPY,百万円,31524,31524,31524,31524,38801,39767,39767,39767,39767,39767
E04499,関西電力株式会社,合計,内訳,原賠・廃炉等支援機構負担金,原賠・廃炉等支援機構一般負担金,JPY,百万円,31524,31524,31524,31524,38801,39767,39767,39767,39767,39767
E04499,関西電力株式会社,合計,個別勘定科目合計,,原子力損害賠償資金補助法負担金,JPY,百万円,19,17,19,18,16,18,18,20,22,21
E04499,関西電力株式会社,合計,内訳,原子力損害賠償資金補助法負担金,原子力損害賠償資金補助法一般負担金,JPY,百万円,19,17,19,18,16,18,18,20,22,21
E04499,関西電力株式会社,合計,個別勘定科目,,損害保険料,JPY,百万円,1746,1651,1698,1967,1938,1211,1215,1211,1251,1259
E04499,関西電力株式会社,合計,個別勘定科目,,他社購入送電費,JPY,百万円,108,106,102,102,,,,,,
E04499,関西電力株式会社,合計,個別勘定科目,,原子力発電施設解体費,JPY,百万円,10120,13275,16050,14408,15149,15449,16506,19496,,
E04499,関西電力株式会社,合計,個別勘定科目,,委託費,JPY,百万円,132896,127799,106879,129996,83434,75160,76102,73928,78091,89998
E04499,関西電力株式会社,合計,個別勘定科目,,普及開発関係費,JPY,百万円,9201,8707,10196,10621,10046,7896,8599,9083,10561,12776
E04499,関西電力株式会社,合計,個別勘定科目,,養成費,JPY,百万円,1776,1705,1597,1738,1292,1177,1171,1326,1437,1578
E04499,関西電力株式会社,合計,個別勘定科目,,研究費,JPY,百万円,8083,7950,8331,8257,6745,5643,5404,5175,7171,11171
E04499,関西電力株式会社,合計,個別勘定科目,,再エネ特措法納付金,JPY,百万円,230631,260067,294271,289579,263550,,,,,
E04499,関西電力株式会社,合計,個別勘定科目,,諸費,JPY,百万円,24959,26571,29696,50722,30500,33594,32461,31579,35318,61846
E04499,関西電力株式会社,合計,個別勘定科目,,貸倒損,JPY,百万円,723,1294,1117,631,653,1497,1456,1831,1709,242
E04499,関西電力株式会社,合計,個別勘定科目合計,,諸税,JPY,百万円,67403,62306,62919,60434,28482,29339,35501,37677,37847,37373
E04499,関西電力株式会社,合計,内訳,諸税,固定資産税,JPY,百万円,52763,51954,50409,48936,18084,19756,21484,23090,25264,23782
E04499,関西電力株式会社,合計,内訳,諸税,雑税,JPY,百万円,14639,10352,12510,11498,10397,9582,14016,14586,12583,13590
E04499,関西電力株式会社,合計,個別勘定科目合計,,減価償却費,JPY,百万円,277485,250710,244444,187676,92748,108385,118243,138380,137857,138761
E04499,関西電力株式会社,合計,内訳,減価償却費,普通償却費,JPY,百万円,277485,250710,244444,187676,92748,108385,118243,138380,137857,138761
E04499,関西電力株式会社,合計,個別勘定科目,,賃借料,JPY,百万円,61327,60422,58005,50323,21930,21126,20590,20885,21389,21626
E04499,関西電力株式会社,合計,個別勘定科目合計,,固定資産除却費,JPY,百万円,20125,29758,22445,31049,18751,15169,3146,15486,14178,10134
E04499,関西電力株式会社,合計,内訳,固定資産除却費,除却損,JPY,百万円,8223,7466,7345,8958,4143,2203,1270,3128,4036,1316
E04499,関西電力株式会社,合計,内訳,固定資産除却費,除却費用,JPY,百万円,11901,22291,15099,22091,14608,12965,1875,12357,10141,8817
E04499,関西電力株式会社,合計,個別勘定科目,,委託集金費,JPY,百万円,372,,,,,,,,,
E04499,関西電力株式会社,合計,個別勘定科目,,共有設備費等分担額,JPY,百万円,986,1036,1048,1014,1026,1125,1187,1297,1139,1205
E04499,関西電力株式会社,合計,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,-288,-265,-275,-255,-37,-27,-30,-30,-30,-33
E04499,関西電力株式会社,合計,個別勘定科目,,事業者間精算費,JPY,百万円,4252,5013,3364,4775,,,,,,
